dataset,task,mechanism,rate,imputer,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,imp_mae_num_mean,imp_mae_num_std,imp_rmse_num_mean,imp_rmse_num_std,imp_acc_cat_mean,imp_acc_cat_std
communities_crime,regression,MAR,0.3,simple_mean,random_forest,,,,,,,0.0977,0.0037,0.1404,0.0046,0.6167,0.0317,0.1492,0.0005,0.1958,0.0005,,
communities_crime,regression,MAR,0.3,simple_mean,ridge_regression,,,,,,,0.1038,0.0051,0.147,0.0077,0.5802,0.0326,0.1492,0.0005,0.1958,0.0005,,
communities_crime,regression,MAR,0.3,simple_median,lightgbm,,,,,,,0.0943,0.0044,0.1381,0.0051,0.6295,0.0186,0.1415,0.0015,0.2021,0.0008,,
communities_crime,regression,MAR,0.3,simple_median,random_forest,,,,,,,0.0973,0.0026,0.1393,0.0025,0.6228,0.025,0.1415,0.0015,0.2021,0.0008,,
communities_crime,regression,MAR,0.3,simple_median,ridge_regression,,,,,,,0.1034,0.0039,0.1469,0.0056,0.5811,0.0249,0.1415,0.0015,0.2021,0.0008,,
communities_crime,regression,MCAR,0.01,dropna,lightgbm,,,,,,,0.1098,0.0168,0.1361,0.017,0.7891,0.05,,,,,,
communities_crime,regression,MCAR,0.01,dropna,random_forest,,,,,,,0.1315,0.0087,0.1572,0.0149,0.7188,0.0571,,,,,,
communities_crime,regression,MCAR,0.01,dropna,ridge_regression,,,,,,,0.2238,0.1013,0.3026,0.1322,-0.145,0.9665,,,,,,
communities_crime,regression,MCAR,0.01,iterative,lightgbm,,,,,,,0.0921,0.0014,0.1375,0.0008,0.6323,0.0236,0.0531,0.0028,0.0749,0.0046,,
communities_crime,regression,MCAR,0.01,iterative,random_forest,,,,,,,0.0947,0.0005,0.1392,0.0009,0.6235,0.0252,0.0531,0.0028,0.0749,0.0046,,
communities_crime,regression,MCAR,0.01,iterative,ridge_regression,,,,,,,0.0968,0.0028,0.1381,0.006,0.6301,0.0114,0.0531,0.0028,0.0749,0.0046,,
communities_crime,regression,MCAR,0.01,knn_3,lightgbm,,,,,,,0.0929,0.0019,0.1388,0.0024,0.6259,0.02,0.0725,0.0041,0.0984,0.0029,,
communities_crime,regression,MCAR,0.01,knn_3,random_forest,,,,,,,0.0956,0.0021,0.1396,0.0018,0.6213,0.0153,0.0725,0.0041,0.0984,0.0029,,
communities_crime,regression,MCAR,0.01,knn_3,ridge_regression,,,,,,,0.0964,0.0031,0.1373,0.0055,0.6343,0.0075,0.0725,0.0041,0.0984,0.0029,,
communities_crime,regression,MCAR,0.01,knn_5,lightgbm,,,,,,,0.0935,0.003,0.1402,0.0033,0.6182,0.0074,0.0705,0.0027,0.0953,0.002,,
communities_crime,regression,MCAR,0.01,knn_5,random_forest,,,,,,,0.0956,0.0006,0.1399,0.0019,0.6198,0.02,0.0705,0.0027,0.0953,0.002,,
communities_crime,regression,MCAR,0.01,knn_5,ridge_regression,,,,,,,0.0969,0.0033,0.1388,0.0064,0.6261,0.014,0.0705,0.0027,0.0953,0.002,,
communities_crime,regression,MCAR,0.01,knn_7,lightgbm,,,,,,,0.0923,0.0036,0.1389,0.0039,0.6257,0.0049,0.0699,0.0013,0.0945,0.0009,,
communities_crime,regression,MCAR,0.01,knn_7,random_forest,,,,,,,0.0959,0.0016,0.1402,0.0011,0.6181,0.0182,0.0699,0.0013,0.0945,0.0009,,
communities_crime,regression,MCAR,0.01,knn_7,ridge_regression,,,,,,,0.0965,0.0035,0.1384,0.0057,0.6282,0.0091,0.0699,0.0013,0.0945,0.0009,,
communities_crime,regression,MCAR,0.01,miceforest,lightgbm,,,,,,,0.0938,0.002,0.1389,0.0003,0.6248,0.0255,0.1158,0.0046,0.1496,0.0038,,
communities_crime,regression,MCAR,0.01,miceforest,random_forest,,,,,,,0.097,0.0005,0.14,0.0021,0.6192,0.017,0.1158,0.0046,0.1496,0.0038,,
communities_crime,regression,MCAR,0.01,miceforest,ridge_regression,,,,,,,0.1005,0.0012,0.1429,0.0034,0.6035,0.0063,0.1158,0.0046,0.1496,0.0038,,
communities_crime,regression,MCAR,0.01,simple_const,lightgbm,,,,,,,0.0918,0.0029,0.1376,0.0026,0.6322,0.014,0.3611,0.0048,0.4085,0.0055,,
communities_crime,regression,MCAR,0.01,simple_const,random_forest,,,,,,,0.0961,0.0014,0.141,0.0011,0.6134,0.0225,0.3611,0.0048,0.4085,0.0055,,
communities_crime,regression,MCAR,0.01,simple_const,ridge_regression,,,,,,,0.0991,0.0038,0.1412,0.0049,0.6128,0.0191,0.3611,0.0048,0.4085,0.0055,,
communities_crime,regression,MCAR,0.01,simple_freq,lightgbm,,,,,,,0.0925,0.0006,0.1382,0.0004,0.6286,0.0257,0.1649,0.005,0.2212,0.0049,,
communities_crime,regression,MCAR,0.01,simple_freq,random_forest,,,,,,,0.0947,0.0022,0.1393,0.0019,0.6228,0.0167,0.1649,0.005,0.2212,0.0049,,
communities_crime,regression,MCAR,0.01,simple_freq,ridge_regression,,,,,,,0.098,0.0018,0.1401,0.0027,0.6191,0.0097,0.1649,0.005,0.2212,0.0049,,
communities_crime,regression,MCAR,0.01,simple_mean,lightgbm,,,,,,,0.0912,0.0015,0.1376,0.0024,0.6324,0.0105,0.1447,0.0024,0.182,0.0031,,
communities_crime,regression,MCAR,0.01,simple_mean,random_forest,,,,,,,0.095,0.0018,0.1382,0.0014,0.6286,0.0226,0.1447,0.0024,0.182,0.0031,,
communities_crime,regression,MCAR,0.01,simple_mean,ridge_regression,,,,,,,0.0987,0.0032,0.1413,0.0044,0.6128,0.0023,0.1447,0.0024,0.182,0.0031,,
communities_crime,regression,MCAR,0.01,simple_median,lightgbm,,,,,,,0.093,0.0022,0.1403,0.0013,0.6171,0.0315,0.1364,0.0042,0.1858,0.0043,,
communities_crime,regression,MCAR,0.01,simple_median,random_forest,,,,,,,0.0953,0.0021,0.1389,0.0016,0.6249,0.0218,0.1364,0.0042,0.1858,0.0043,,
communities_crime,regression,MCAR,0.01,simple_median,ridge_regression,,,,,,,0.0985,0.0027,0.1408,0.004,0.6152,0.0037,0.1364,0.0042,0.1858,0.0043,,
communities_crime,regression,MCAR,0.05,iterative,lightgbm,,,,,,,0.093,0.002,0.1388,0.0023,0.626,0.0116,0.0576,0.0009,0.0836,0.0017,,
communities_crime,regression,MCAR,0.05,iterative,random_forest,,,,,,,0.0941,0.0012,0.1377,0.0012,0.6317,0.0182,0.0576,0.0009,0.0836,0.0017,,
communities_crime,regression,MCAR,0.05,iterative,ridge_regression,,,,,,,0.0994,0.0037,0.1416,0.0065,0.6111,0.0134,0.0576,0.0009,0.0836,0.0017,,
communities_crime,regression,MCAR,0.05,knn_3,lightgbm,,,,,,,0.0917,0.0029,0.1379,0.002,0.6306,0.0178,0.0766,0.0012,0.1097,0.002,,
communities_crime,regression,MCAR,0.05,knn_3,random_forest,,,,,,,0.0958,0.0017,0.1397,0.0012,0.6206,0.0273,0.0766,0.0012,0.1097,0.002,,
communities_crime,regression,MCAR,0.05,knn_3,ridge_regression,,,,,,,0.0976,0.0031,0.1381,0.0047,0.6297,0.0058,0.0766,0.0012,0.1097,0.002,,
communities_crime,regression,MCAR,0.05,knn_5,lightgbm,,,,,,,0.0937,0.0028,0.1411,0.0005,0.6131,0.0243,0.0741,0.0011,0.106,0.0021,,
communities_crime,regression,MCAR,0.05,knn_5,random_forest,,,,,,,0.0944,0.0027,0.1384,0.0041,0.6281,0.002,0.0741,0.0011,0.106,0.0021,,
communities_crime,regression,MCAR,0.05,knn_5,ridge_regression,,,,,,,0.0974,0.0014,0.1395,0.0043,0.6221,0.005,0.0741,0.0011,0.106,0.0021,,
communities_crime,regression,MCAR,0.05,knn_7,lightgbm,,,,,,,0.0915,0.0037,0.1369,0.0028,0.6363,0.0092,0.0735,0.0009,0.1053,0.0023,,
communities_crime,regression,MCAR,0.05,knn_7,random_forest,,,,,,,0.0941,0.002,0.138,0.0035,0.6304,0.0108,0.0735,0.0009,0.1053,0.0023,,
communities_crime,regression,MCAR,0.05,knn_7,ridge_regression,,,,,,,0.0972,0.0014,0.1391,0.0044,0.6247,0.0087,0.0735,0.0009,0.1053,0.0023,,
communities_crime,regression,MCAR,0.05,miceforest,lightgbm,,,,,,,0.0939,0.0011,0.1376,0.0021,0.6314,0.0341,0.1199,0.0045,0.166,0.0049,,
communities_crime,regression,MCAR,0.05,miceforest,random_forest,,,,,,,0.0984,0.0012,0.1403,0.0022,0.6177,0.014,0.1199,0.0045,0.166,0.0049,,
communities_crime,regression,MCAR,0.05,miceforest,ridge_regression,,,,,,,0.1057,0.003,0.1472,0.007,0.5797,0.0249,0.1199,0.0045,0.166,0.0049,,
communities_crime,regression,MCAR,0.05,simple_const,lightgbm,,,,,,,0.0932,0.0024,0.139,0.0018,0.6244,0.02,0.3565,0.0009,0.4152,0.002,,
communities_crime,regression,MCAR,0.05,simple_const,random_forest,,,,,,,0.0968,0.0017,0.1411,0.0022,0.613,0.0184,0.3565,0.0009,0.4152,0.002,,
communities_crime,regression,MCAR,0.05,simple_const,ridge_regression,,,,,,,0.1015,0.0031,0.1442,0.0022,0.5959,0.0155,0.3565,0.0009,0.4152,0.002,,
communities_crime,regression,MCAR,0.05,simple_freq,lightgbm,,,,,,,0.0922,0.0022,0.1386,0.0036,0.6271,0.0085,0.1658,0.0015,0.2375,0.0022,,
communities_crime,regression,MCAR,0.05,simple_freq,random_forest,,,,,,,0.0954,0.0016,0.1385,0.0016,0.6274,0.016,0.1658,0.0015,0.2375,0.0022,,
communities_crime,regression,MCAR,0.05,simple_freq,ridge_regression,,,,,,,0.0991,0.0015,0.1416,0.0035,0.6106,0.0199,0.1658,0.0015,0.2375,0.0022,,
communities_crime,regression,MCAR,0.05,simple_mean,lightgbm,,,,,,,0.0937,0.0029,0.1384,0.0018,0.6279,0.0159,0.1469,0.0014,0.1939,0.002,,
communities_crime,regression,MCAR,0.05,simple_mean,random_forest,,,,,,,0.0958,0.0019,0.138,0.0031,0.6302,0.0068,0.1469,0.0014,0.1939,0.002,,
communities_crime,regression,MCAR,0.05,simple_mean,ridge_regression,,,,,,,0.1005,0.0009,0.1426,0.0047,0.6052,0.0188,0.1469,0.0014,0.1939,0.002,,
communities_crime,regression,MCAR,0.05,simple_median,lightgbm,,,,,,,0.093,0.0021,0.1378,0.0031,0.6315,0.0106,0.1386,0.0014,0.2013,0.0023,,
communities_crime,regression,MCAR,0.05,simple_median,random_forest,,,,,,,0.0954,0.0012,0.1386,0.0018,0.6271,0.0159,0.1386,0.0014,0.2013,0.0023,,
communities_crime,regression,MCAR,0.05,simple_median,ridge_regression,,,,,,,0.0993,0.0012,0.1417,0.0044,0.6098,0.0192,0.1386,0.0014,0.2013,0.0023,,
communities_crime,regression,MCAR,0.1,iterative,lightgbm,,,,,,,0.0939,0.0025,0.14,0.0027,0.6192,0.0108,0.0566,0.0011,0.0803,0.002,,
communities_crime,regression,MCAR,0.1,iterative,random_forest,,,,,,,0.0945,0.0012,0.1382,0.0035,0.629,0.0115,0.0566,0.0011,0.0803,0.002,,
communities_crime,regression,MCAR,0.1,iterative,ridge_regression,,,,,,,0.0983,0.0039,0.1413,0.0064,0.6129,0.0142,0.0566,0.0011,0.0803,0.002,,
communities_crime,regression,MCAR,0.1,knn_3,lightgbm,,,,,,,0.0943,0.0008,0.141,0.0031,0.6135,0.0209,0.0774,0.0004,0.1116,0.0006,,
communities_crime,regression,MCAR,0.1,knn_3,random_forest,,,,,,,0.0945,0.0029,0.1386,0.0039,0.627,0.0064,0.0774,0.0004,0.1116,0.0006,,
communities_crime,regression,MCAR,0.1,knn_3,ridge_regression,,,,,,,0.0991,0.0044,0.1397,0.0047,0.6216,0.0062,0.0774,0.0004,0.1116,0.0006,,
communities_crime,regression,MCAR,0.1,knn_5,lightgbm,,,,,,,0.0924,0.0031,0.138,0.0019,0.6299,0.0178,0.0752,0.0005,0.1082,0.0014,,
communities_crime,regression,MCAR,0.1,knn_5,random_forest,,,,,,,0.0943,0.0006,0.139,0.0015,0.6248,0.0171,0.0752,0.0005,0.1082,0.0014,,
communities_crime,regression,MCAR,0.1,knn_5,ridge_regression,,,,,,,0.0988,0.0041,0.1398,0.0048,0.6206,0.0093,0.0752,0.0005,0.1082,0.0014,,
communities_crime,regression,MCAR,0.1,knn_7,lightgbm,,,,,,,0.0933,0.0018,0.1389,0.0035,0.6257,0.0045,0.0748,0.0006,0.1076,0.0013,,
communities_crime,regression,MCAR,0.1,knn_7,random_forest,,,,,,,0.0952,0.0015,0.1403,0.0029,0.6178,0.0096,0.0748,0.0006,0.1076,0.0013,,
communities_crime,regression,MCAR,0.1,knn_7,ridge_regression,,,,,,,0.0988,0.004,0.1403,0.0047,0.618,0.012,0.0748,0.0006,0.1076,0.0013,,
communities_crime,regression,MCAR,0.1,miceforest,lightgbm,,,,,,,0.0987,0.0016,0.1441,0.0007,0.5959,0.0293,0.1223,0.0017,0.1709,0.0018,,
communities_crime,regression,MCAR,0.1,miceforest,random_forest,,,,,,,0.102,0.0034,0.1471,0.0035,0.5796,0.0153,0.1223,0.0017,0.1709,0.0018,,
communities_crime,regression,MCAR,0.1,miceforest,ridge_regression,,,,,,,0.1082,0.0054,0.1525,0.008,0.5488,0.0201,0.1223,0.0017,0.1709,0.0018,,
communities_crime,regression,MCAR,0.1,simple_const,lightgbm,,,,,,,0.095,0.0052,0.1416,0.0042,0.6104,0.029,0.3575,0.0007,0.418,0.0015,,
communities_crime,regression,MCAR,0.1,simple_const,random_forest,,,,,,,0.0974,0.0043,0.1422,0.0023,0.6068,0.0213,0.3575,0.0007,0.418,0.0015,,
communities_crime,regression,MCAR,0.1,simple_const,ridge_regression,,,,,,,0.1041,0.006,0.1492,0.0083,0.5677,0.0338,0.3575,0.0007,0.418,0.0015,,
communities_crime,regression,MCAR,0.1,simple_freq,lightgbm,,,,,,,0.0952,0.0035,0.1395,0.0033,0.622,0.009,0.1634,0.0003,0.2376,0.001,,
communities_crime,regression,MCAR,0.1,simple_freq,random_forest,,,,,,,0.096,0.0029,0.1405,0.0019,0.6164,0.0152,0.1634,0.0003,0.2376,0.001,,
communities_crime,regression,MCAR,0.1,simple_freq,ridge_regression,,,,,,,0.1003,0.0063,0.1447,0.0068,0.5938,0.0205,0.1634,0.0003,0.2376,0.001,,
communities_crime,regression,MCAR,0.1,simple_mean,lightgbm,,,,,,,0.0929,0.0033,0.1379,0.0024,0.6307,0.0104,0.1468,0.0002,0.1954,0.0008,,
communities_crime,regression,MCAR,0.1,simple_mean,random_forest,,,,,,,0.0965,0.0025,0.1414,0.0016,0.6116,0.0158,0.1468,0.0002,0.1954,0.0008,,
communities_crime,regression,MCAR,0.1,simple_mean,ridge_regression,,,,,,,0.1023,0.0045,0.1455,0.0049,0.5892,0.0096,0.1468,0.0002,0.1954,0.0008,,
communities_crime,regression,MCAR,0.1,simple_median,lightgbm,,,,,,,0.0947,0.0024,0.1388,0.0008,0.6253,0.0283,0.1379,0.0004,0.2024,0.0005,,
communities_crime,regression,MCAR,0.1,simple_median,random_forest,,,,,,,0.0961,0.0028,0.1406,0.0026,0.6162,0.0102,0.1379,0.0004,0.2024,0.0005,,
communities_crime,regression,MCAR,0.1,simple_median,ridge_regression,,,,,,,0.1014,0.0053,0.1455,0.0056,0.5893,0.0126,0.1379,0.0004,0.2024,0.0005,,
communities_crime,regression,MCAR,0.15,iterative,lightgbm,,,,,,,0.0935,0.0013,0.1377,0.0016,0.6318,0.0163,0.0575,0.0009,0.081,0.0013,,
communities_crime,regression,MCAR,0.15,iterative,random_forest,,,,,,,0.0955,0.002,0.1392,0.0017,0.6234,0.0251,0.0575,0.0009,0.081,0.0013,,
communities_crime,regression,MCAR,0.15,iterative,ridge_regression,,,,,,,0.1003,0.0043,0.1426,0.0055,0.6055,0.0186,0.0575,0.0009,0.081,0.0013,,
communities_crime,regression,MCAR,0.15,knn_3,lightgbm,,,,,,,0.0942,0.0018,0.1412,0.0027,0.6118,0.04,0.0776,0.0003,0.1126,0.0011,,
communities_crime,regression,MCAR,0.15,knn_3,random_forest,,,,,,,0.0964,0.0016,0.1404,0.0014,0.6171,0.0169,0.0776,0.0003,0.1126,0.0011,,
communities_crime,regression,MCAR,0.15,knn_3,ridge_regression,,,,,,,0.0978,0.004,0.1386,0.0072,0.6273,0.0165,0.0776,0.0003,0.1126,0.0011,,
communities_crime,regression,MCAR,0.15,knn_5,lightgbm,,,,,,,0.0929,0.0018,0.1393,0.0041,0.6232,0.0111,0.0755,0.0002,0.1094,0.0009,,
communities_crime,regression,MCAR,0.15,knn_5,random_forest,,,,,,,0.097,0.0018,0.142,0.0019,0.6086,0.015,0.0755,0.0002,0.1094,0.0009,,
communities_crime,regression,MCAR,0.15,knn_5,ridge_regression,,,,,,,0.0992,0.0046,0.1395,0.0071,0.6228,0.0153,0.0755,0.0002,0.1094,0.0009,,
communities_crime,regression,MCAR,0.15,knn_7,lightgbm,,,,,,,0.0942,0.0036,0.1407,0.0046,0.6159,0.0093,0.075,0.0004,0.1087,0.0018,,
communities_crime,regression,MCAR,0.15,knn_7,random_forest,,,,,,,0.0967,0.0032,0.1419,0.0019,0.6088,0.024,0.075,0.0004,0.1087,0.0018,,
communities_crime,regression,MCAR,0.15,knn_7,ridge_regression,,,,,,,0.0997,0.004,0.1402,0.0068,0.6187,0.0136,0.075,0.0004,0.1087,0.0018,,
communities_crime,regression,MCAR,0.15,miceforest,lightgbm,,,,,,,0.098,0.0031,0.1442,0.0066,0.5969,0.0142,0.1243,0.0022,0.1743,0.0035,,
communities_crime,regression,MCAR,0.15,miceforest,random_forest,,,,,,,0.1048,0.0047,0.1488,0.0085,0.5708,0.0223,0.1243,0.0022,0.1743,0.0035,,
communities_crime,regression,MCAR,0.15,miceforest,ridge_regression,,,,,,,0.1131,0.0052,0.1591,0.0093,0.5092,0.0276,0.1243,0.0022,0.1743,0.0035,,
communities_crime,regression,MCAR,0.15,simple_const,lightgbm,,,,,,,0.0969,0.0024,0.1443,0.0038,0.5953,0.0286,0.3546,0.001,0.4151,0.0026,,
communities_crime,regression,MCAR,0.15,simple_const,random_forest,,,,,,,0.0986,0.0025,0.1434,0.0032,0.6008,0.0108,0.3546,0.001,0.4151,0.0026,,
communities_crime,regression,MCAR,0.15,simple_const,ridge_regression,,,,,,,0.1042,0.0035,0.1492,0.005,0.5678,0.0227,0.3546,0.001,0.4151,0.0026,,
communities_crime,regression,MCAR,0.15,simple_freq,lightgbm,,,,,,,0.0961,0.0024,0.1421,0.0051,0.6082,0.0121,0.1627,0.0002,0.2372,0.0022,,
communities_crime,regression,MCAR,0.15,simple_freq,random_forest,,,,,,,0.0981,0.0023,0.1429,0.0034,0.6031,0.0204,0.1627,0.0002,0.2372,0.0022,,
communities_crime,regression,MCAR,0.15,simple_freq,ridge_regression,,,,,,,0.1008,0.0035,0.1443,0.0057,0.596,0.019,0.1627,0.0002,0.2372,0.0022,,
communities_crime,regression,MCAR,0.15,simple_mean,lightgbm,,,,,,,0.0951,0.0036,0.1392,0.0066,0.624,0.0189,0.146,0.0015,0.1945,0.003,,
communities_crime,regression,MCAR,0.15,simple_mean,random_forest,,,,,,,0.0978,0.0021,0.1415,0.0028,0.6112,0.0166,0.146,0.0015,0.1945,0.003,,
communities_crime,regression,MCAR,0.15,simple_mean,ridge_regression,,,,,,,0.1021,0.0049,0.144,0.0052,0.5972,0.0176,0.146,0.0015,0.1945,0.003,,
communities_crime,regression,MCAR,0.15,simple_median,lightgbm,,,,,,,0.0956,0.0023,0.1418,0.0033,0.6097,0.0081,0.1368,0.0014,0.2016,0.003,,
communities_crime,regression,MCAR,0.15,simple_median,random_forest,,,,,,,0.0975,0.0024,0.1419,0.0034,0.6093,0.0126,0.1368,0.0014,0.2016,0.003,,
communities_crime,regression,MCAR,0.15,simple_median,ridge_regression,,,,,,,0.1013,0.0047,0.1438,0.0056,0.5986,0.017,0.1368,0.0014,0.2016,0.003,,
communities_crime,regression,MCAR,0.2,iterative,lightgbm,,,,,,,0.0927,0.0022,0.138,0.0022,0.6301,0.0206,0.0585,0.0009,0.083,0.0013,,
communities_crime,regression,MCAR,0.2,iterative,random_forest,,,,,,,0.0953,0.0016,0.1392,0.0023,0.6237,0.0117,0.0585,0.0009,0.083,0.0013,,
communities_crime,regression,MCAR,0.2,iterative,ridge_regression,,,,,,,0.1,0.0022,0.1423,0.0028,0.6066,0.0173,0.0585,0.0009,0.083,0.0013,,
communities_crime,regression,MCAR,0.2,knn_3,lightgbm,,,,,,,0.0941,0.0011,0.1388,0.0012,0.6253,0.0298,0.0784,0.0011,0.1147,0.0025,,
communities_crime,regression,MCAR,0.2,knn_3,random_forest,,,,,,,0.0961,0.0022,0.1402,0.003,0.6182,0.0175,0.0784,0.0011,0.1147,0.0025,,
communities_crime,regression,MCAR,0.2,knn_3,ridge_regression,,,,,,,0.097,0.0021,0.1385,0.0045,0.6278,0.0053,0.0784,0.0011,0.1147,0.0025,,
communities_crime,regression,MCAR,0.2,knn_5,lightgbm,,,,,,,0.0923,0.0019,0.1377,0.0024,0.6318,0.0137,0.0761,0.0013,0.111,0.0026,,
communities_crime,regression,MCAR,0.2,knn_5,random_forest,,,,,,,0.094,0.0009,0.1379,0.0029,0.6308,0.0117,0.0761,0.0013,0.111,0.0026,,
communities_crime,regression,MCAR,0.2,knn_5,ridge_regression,,,,,,,0.0978,0.0016,0.1392,0.0043,0.6238,0.0036,0.0761,0.0013,0.111,0.0026,,
communities_crime,regression,MCAR,0.2,knn_7,lightgbm,,,,,,,0.0927,0.0011,0.1377,0.0009,0.6314,0.0195,0.0756,0.0012,0.1102,0.0024,,
communities_crime,regression,MCAR,0.2,knn_7,random_forest,,,,,,,0.0933,0.0007,0.1369,0.0031,0.6362,0.0104,0.0756,0.0012,0.1102,0.0024,,
communities_crime,regression,MCAR,0.2,knn_7,ridge_regression,,,,,,,0.0977,0.0025,0.1394,0.0042,0.6228,0.0033,0.0756,0.0012,0.1102,0.0024,,
communities_crime,regression,MCAR,0.2,miceforest,lightgbm,,,,,,,0.102,0.0042,0.1465,0.0042,0.5829,0.0295,0.1255,0.0026,0.1756,0.0046,,
communities_crime,regression,MCAR,0.2,miceforest,random_forest,,,,,,,0.1085,0.0012,0.1516,0.0008,0.5529,0.0317,0.1255,0.0026,0.1756,0.0046,,
communities_crime,regression,MCAR,0.2,miceforest,ridge_regression,,,,,,,0.1144,0.0022,0.1567,0.0054,0.5238,0.0077,0.1255,0.0026,0.1756,0.0046,,
communities_crime,regression,MCAR,0.2,simple_const,lightgbm,,,,,,,0.0971,0.0009,0.1419,0.0032,0.609,0.0134,0.3552,0.0015,0.4162,0.0024,,
communities_crime,regression,MCAR,0.2,simple_const,random_forest,,,,,,,0.0975,0.0004,0.141,0.0011,0.6139,0.0192,0.3552,0.0015,0.4162,0.0024,,
communities_crime,regression,MCAR,0.2,simple_const,ridge_regression,,,,,,,0.1081,0.0001,0.1517,0.0033,0.5533,0.01,0.3552,0.0015,0.4162,0.0024,,
communities_crime,regression,MCAR,0.2,simple_freq,lightgbm,,,,,,,0.097,0.0028,0.1419,0.0046,0.6095,0.0065,0.1626,0.0032,0.2374,0.0054,,
communities_crime,regression,MCAR,0.2,simple_freq,random_forest,,,,,,,0.0972,0.0007,0.14,0.0021,0.6193,0.0132,0.1626,0.0032,0.2374,0.0054,,
communities_crime,regression,MCAR,0.2,simple_freq,ridge_regression,,,,,,,0.1032,0.0042,0.1465,0.0056,0.5837,0.0073,0.1626,0.0032,0.2374,0.0054,,
communities_crime,regression,MCAR,0.2,simple_mean,lightgbm,,,,,,,0.0969,0.0036,0.1426,0.0056,0.6056,0.0073,0.1456,0.0016,0.195,0.0035,,
communities_crime,regression,MCAR,0.2,simple_mean,random_forest,,,,,,,0.0961,0.0004,0.139,0.001,0.6246,0.0198,0.1456,0.0016,0.195,0.0035,,
communities_crime,regression,MCAR,0.2,simple_mean,ridge_regression,,,,,,,0.104,0.0028,0.1461,0.0041,0.5855,0.003,0.1456,0.0016,0.195,0.0035,,
communities_crime,regression,MCAR,0.2,simple_median,lightgbm,,,,,,,0.0963,0.0029,0.1414,0.005,0.6119,0.0032,0.1367,0.002,0.2023,0.0039,,
communities_crime,regression,MCAR,0.2,simple_median,random_forest,,,,,,,0.0969,0.0007,0.1394,0.0025,0.6227,0.0107,0.1367,0.002,0.2023,0.0039,,
communities_crime,regression,MCAR,0.2,simple_median,ridge_regression,,,,,,,0.1027,0.0039,0.1458,0.005,0.5877,0.0026,0.1367,0.002,0.2023,0.0039,,
communities_crime,regression,MCAR,0.25,iterative,lightgbm,,,,,,,0.0928,0.0022,0.1387,0.0032,0.6265,0.0069,0.0602,0.001,0.0853,0.0012,,
communities_crime,regression,MCAR,0.25,iterative,random_forest,,,,,,,0.0959,0.0023,0.1409,0.0037,0.6147,0.0117,0.0602,0.001,0.0853,0.0012,,
communities_crime,regression,MCAR,0.25,iterative,ridge_regression,,,,,,,0.1,0.0004,0.14,0.0029,0.6191,0.0174,0.0602,0.001,0.0853,0.0012,,
communities_crime,regression,MCAR,0.25,knn_3,lightgbm,,,,,,,0.0953,0.0035,0.1424,0.0063,0.6065,0.0155,0.079,0.0008,0.1153,0.0011,,
communities_crime,regression,MCAR,0.25,knn_3,random_forest,,,,,,,0.0952,0.0015,0.1389,0.0017,0.6252,0.0167,0.079,0.0008,0.1153,0.0011,,
communities_crime,regression,MCAR,0.25,knn_3,ridge_regression,,,,,,,0.0993,0.0018,0.1413,0.0026,0.6121,0.0123,0.079,0.0008,0.1153,0.0011,,
communities_crime,regression,MCAR,0.25,knn_5,lightgbm,,,,,,,0.0928,0.0016,0.1377,0.0044,0.6308,0.0355,0.0768,0.0007,0.1119,0.0008,,
communities_crime,regression,MCAR,0.25,knn_5,random_forest,,,,,,,0.0954,0.0009,0.139,0.0025,0.6241,0.0275,0.0768,0.0007,0.1119,0.0008,,
communities_crime,regression,MCAR,0.25,knn_5,ridge_regression,,,,,,,0.0993,0.001,0.1422,0.0031,0.6075,0.0105,0.0768,0.0007,0.1119,0.0008,,
communities_crime,regression,MCAR,0.25,knn_7,lightgbm,,,,,,,0.0935,0.0016,0.1405,0.0032,0.6157,0.0416,0.0765,0.0009,0.1114,0.001,,
communities_crime,regression,MCAR,0.25,knn_7,random_forest,,,,,,,0.0953,0.0026,0.1396,0.0014,0.6213,0.0179,0.0765,0.0009,0.1114,0.001,,
communities_crime,regression,MCAR,0.25,knn_7,ridge_regression,,,,,,,0.0996,0.0017,0.1425,0.0032,0.6056,0.0081,0.0765,0.0009,0.1114,0.001,,
communities_crime,regression,MCAR,0.25,miceforest,lightgbm,,,,,,,0.1024,0.0022,0.1505,0.0031,0.5587,0.0441,0.1267,0.0027,0.1774,0.0032,,
communities_crime,regression,MCAR,0.25,miceforest,random_forest,,,,,,,0.1087,0.003,0.1558,0.0045,0.5271,0.0552,0.1267,0.0027,0.1774,0.0032,,
communities_crime,regression,MCAR,0.25,miceforest,ridge_regression,,,,,,,0.1149,0.0027,0.157,0.0005,0.5211,0.0308,0.1267,0.0027,0.1774,0.0032,,
communities_crime,regression,MCAR,0.25,simple_const,lightgbm,,,,,,,0.0982,0.0006,0.1432,0.0034,0.6016,0.0211,0.3556,0.0017,0.4157,0.003,,
communities_crime,regression,MCAR,0.25,simple_const,random_forest,,,,,,,0.1007,0.0027,0.1459,0.0022,0.5865,0.0142,0.3556,0.0017,0.4157,0.003,,
communities_crime,regression,MCAR,0.25,simple_const,ridge_regression,,,,,,,0.1108,0.0044,0.1546,0.0079,0.5364,0.0206,0.3556,0.0017,0.4157,0.003,,
