dataset,task,mechanism,rate,imputer,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,imp_mae_num_mean,imp_mae_num_std,imp_rmse_num_mean,imp_rmse_num_std,imp_acc_cat_mean,imp_acc_cat_std
air_quality_uci,regression,MNAR,0.25,knn_3,lightgbm,,,,,,,0.796,0.0738,1.4426,0.0884,0.9638,0.0039,151.2371,23.3085,168.3374,25.9987,,
air_quality_uci,regression,MNAR,0.25,knn_3,random_forest,,,,,,,0.8237,0.0719,1.6612,0.0311,0.9521,0.0011,151.2371,23.3085,168.3374,25.9987,,
air_quality_uci,regression,MNAR,0.25,knn_3,ridge_regression,,,,,,,2.1394,0.3102,2.8905,0.384,0.8535,0.0358,151.2371,23.3085,168.3374,25.9987,,
air_quality_uci,regression,MNAR,0.25,knn_5,lightgbm,,,,,,,0.7344,0.0781,1.3212,0.1177,0.9696,0.0049,147.3498,23.4913,164.0204,25.966,,
air_quality_uci,regression,MNAR,0.25,knn_5,random_forest,,,,,,,0.8002,0.0803,1.6121,0.113,0.9548,0.0057,147.3498,23.4913,164.0204,25.966,,
air_quality_uci,regression,MNAR,0.25,knn_5,ridge_regression,,,,,,,2.0896,0.3116,2.8192,0.3846,0.8605,0.0351,147.3498,23.4913,164.0204,25.966,,
air_quality_uci,regression,MNAR,0.25,knn_7,lightgbm,,,,,,,0.6989,0.0812,1.2373,0.1355,0.9733,0.0054,145.3962,23.67,161.8686,26.1117,,
air_quality_uci,regression,MNAR,0.25,knn_7,random_forest,,,,,,,0.7582,0.0794,1.5347,0.1253,0.959,0.0061,145.3962,23.67,161.8686,26.1117,,
air_quality_uci,regression,MNAR,0.25,knn_7,ridge_regression,,,,,,,2.0574,0.3261,2.7775,0.3885,0.8645,0.0351,145.3962,23.67,161.8686,26.1117,,
air_quality_uci,regression,MNAR,0.25,miceforest,lightgbm,,,,,,,1.9166,0.2109,3.7261,0.301,0.7575,0.0428,111.8996,18.5547,129.3858,21.913,,
air_quality_uci,regression,MNAR,0.25,miceforest,random_forest,,,,,,,2.093,0.2721,4.1631,0.4934,0.6957,0.0772,111.8996,18.5547,129.3858,21.913,,
air_quality_uci,regression,MNAR,0.25,miceforest,ridge_regression,,,,,,,3.0995,0.0795,4.2934,0.1007,0.6797,0.0167,111.8996,18.5547,129.3858,21.913,,
air_quality_uci,regression,MNAR,0.25,simple_const,lightgbm,,,,,,,0.2069,0.0629,0.4458,0.1468,0.9963,0.0024,564.4407,68.1126,567.1969,69.3066,,
air_quality_uci,regression,MNAR,0.25,simple_const,random_forest,,,,,,,0.1973,0.0805,0.4819,0.21,0.9955,0.0038,564.4407,68.1126,567.1969,69.3066,,
air_quality_uci,regression,MNAR,0.25,simple_const,ridge_regression,,,,,,,3.1196,0.7041,3.9625,0.9008,0.7192,0.1253,564.4407,68.1126,567.1969,69.3066,,
air_quality_uci,regression,MNAR,0.25,simple_freq,lightgbm,,,,,,,0.2139,0.0635,0.4529,0.1422,0.9962,0.0023,147.9061,45.2795,155.9671,47.4833,,
air_quality_uci,regression,MNAR,0.25,simple_freq,random_forest,,,,,,,0.2027,0.0773,0.5006,0.1882,0.9953,0.0035,147.9061,45.2795,155.9671,47.4833,,
air_quality_uci,regression,MNAR,0.25,simple_freq,ridge_regression,,,,,,,1.6238,0.3717,2.0944,0.3968,0.9221,0.0278,147.9061,45.2795,155.9671,47.4833,,
air_quality_uci,regression,MNAR,0.25,simple_mean,lightgbm,,,,,,,0.2081,0.0685,0.4384,0.1437,0.9964,0.0023,144.6125,31.8408,152.5183,34.2744,,
air_quality_uci,regression,MNAR,0.25,simple_mean,random_forest,,,,,,,0.1984,0.0835,0.481,0.2061,0.9955,0.0037,144.6125,31.8408,152.5183,34.2744,,
air_quality_uci,regression,MNAR,0.25,simple_mean,ridge_regression,,,,,,,1.8878,0.0515,2.3924,0.0981,0.9004,0.0092,144.6125,31.8408,152.5183,34.2744,,
air_quality_uci,regression,MNAR,0.25,simple_median,lightgbm,,,,,,,0.2175,0.0707,0.4628,0.1597,0.996,0.0027,163.5723,34.5941,170.6947,36.9932,,
air_quality_uci,regression,MNAR,0.25,simple_median,random_forest,,,,,,,0.2038,0.0827,0.5044,0.2068,0.9951,0.0039,163.5723,34.5941,170.6947,36.9932,,
air_quality_uci,regression,MNAR,0.25,simple_median,ridge_regression,,,,,,,2.02,0.0041,2.5345,0.0382,0.8884,0.005,163.5723,34.5941,170.6947,36.9932,,
air_quality_uci,regression,MNAR,0.3,dropna,lightgbm,,,,,,,3.9807,2.3254,4.0319,2.3575,-39.2286,2.0089,,,,,,
air_quality_uci,regression,MNAR,0.3,dropna,random_forest,,,,,,,0.3139,0.0345,0.3887,0.0788,0.1982,0.9465,,,,,,
air_quality_uci,regression,MNAR,0.3,dropna,ridge_regression,,,,,,,0.6735,0.2714,0.7548,0.2864,-2.595,4.5686,,,,,,
air_quality_uci,regression,MNAR,0.3,iterative,lightgbm,,,,,,,0.3771,0.105,0.7122,0.2416,0.9905,0.0066,55.3967,12.1667,70.0341,11.6236,,
air_quality_uci,regression,MNAR,0.3,iterative,random_forest,,,,,,,0.367,0.1235,0.7372,0.2632,0.9897,0.0075,55.3967,12.1667,70.0341,11.6236,,
air_quality_uci,regression,MNAR,0.3,iterative,ridge_regression,,,,,,,1.1619,0.0994,1.5892,0.148,0.9558,0.0085,55.3967,12.1667,70.0341,11.6236,,
air_quality_uci,regression,MNAR,0.3,knn_3,lightgbm,,,,,,,0.8928,0.2803,1.5509,0.3948,0.9564,0.0225,141.5956,12.5883,157.8036,13.8129,,
air_quality_uci,regression,MNAR,0.3,knn_3,random_forest,,,,,,,0.9848,0.3639,1.7533,0.4757,0.944,0.0311,141.5956,12.5883,157.8036,13.8129,,
air_quality_uci,regression,MNAR,0.3,knn_3,ridge_regression,,,,,,,2.0953,0.8113,2.8337,0.8823,0.8514,0.095,141.5956,12.5883,157.8036,13.8129,,
air_quality_uci,regression,MNAR,0.3,knn_5,lightgbm,,,,,,,0.7811,0.2685,1.3512,0.4171,0.9663,0.0214,137.8792,11.086,153.2083,12.2184,,
air_quality_uci,regression,MNAR,0.3,knn_5,random_forest,,,,,,,0.8933,0.3676,1.5831,0.516,0.9534,0.0311,137.8792,11.086,153.2083,12.2184,,
air_quality_uci,regression,MNAR,0.3,knn_5,ridge_regression,,,,,,,2.0317,0.8216,2.736,0.9051,0.8604,0.0946,137.8792,11.086,153.2083,12.2184,,
air_quality_uci,regression,MNAR,0.3,knn_7,lightgbm,,,,,,,0.741,0.2632,1.2781,0.4155,0.9696,0.0202,134.7191,11.1815,149.6461,12.7543,,
air_quality_uci,regression,MNAR,0.3,knn_7,random_forest,,,,,,,0.8401,0.3458,1.5176,0.5142,0.9569,0.0299,134.7191,11.1815,149.6461,12.7543,,
air_quality_uci,regression,MNAR,0.3,knn_7,ridge_regression,,,,,,,1.9861,0.8001,2.6749,0.8935,0.8664,0.0913,134.7191,11.1815,149.6461,12.7543,,
air_quality_uci,regression,MNAR,0.3,miceforest,lightgbm,,,,,,,2.0828,0.1612,3.815,0.23,0.7467,0.0291,115.5596,1.2975,131.556,1.5562,,
air_quality_uci,regression,MNAR,0.3,miceforest,random_forest,,,,,,,2.3888,0.2144,4.4151,0.2227,0.661,0.0318,115.5596,1.2975,131.556,1.5562,,
air_quality_uci,regression,MNAR,0.3,miceforest,ridge_regression,,,,,,,3.0254,0.1888,4.0628,0.2709,0.7124,0.0401,115.5596,1.2975,131.556,1.5562,,
air_quality_uci,regression,MNAR,0.3,simple_const,lightgbm,,,,,,,0.3012,0.1121,0.615,0.2472,0.9927,0.0059,539.8205,20.0582,542.8252,20.245,,
air_quality_uci,regression,MNAR,0.3,simple_const,random_forest,,,,,,,0.3136,0.1171,0.6993,0.2868,0.9905,0.0078,539.8205,20.0582,542.8252,20.245,,
air_quality_uci,regression,MNAR,0.3,simple_const,ridge_regression,,,,,,,2.8944,0.2275,3.766,0.171,0.7535,0.0194,539.8205,20.0582,542.8252,20.245,,
air_quality_uci,regression,MNAR,0.3,simple_freq,lightgbm,,,,,,,0.3134,0.118,0.6259,0.2509,0.9925,0.0061,128.1949,6.7549,137.1329,5.4104,,
air_quality_uci,regression,MNAR,0.3,simple_freq,random_forest,,,,,,,0.3146,0.1171,0.7021,0.2847,0.9905,0.0078,128.1949,6.7549,137.1329,5.4104,,
air_quality_uci,regression,MNAR,0.3,simple_freq,ridge_regression,,,,,,,1.4194,0.4145,1.8773,0.6003,0.9345,0.0427,128.1949,6.7549,137.1329,5.4104,,
air_quality_uci,regression,MNAR,0.3,simple_mean,lightgbm,,,,,,,0.2974,0.1156,0.6052,0.2432,0.993,0.0057,101.6821,8.9232,111.8992,8.4754,,
air_quality_uci,regression,MNAR,0.3,simple_mean,random_forest,,,,,,,0.2958,0.1197,0.6595,0.282,0.9915,0.0072,101.6821,8.9232,111.8992,8.4754,,
air_quality_uci,regression,MNAR,0.3,simple_mean,ridge_regression,,,,,,,1.5383,0.1206,1.9857,0.1746,0.9311,0.0126,101.6821,8.9232,111.8992,8.4754,,
air_quality_uci,regression,MNAR,0.3,simple_median,lightgbm,,,,,,,0.3119,0.1059,0.6274,0.2349,0.9925,0.0057,132.5149,10.1304,141.2186,9.0897,,
air_quality_uci,regression,MNAR,0.3,simple_median,random_forest,,,,,,,0.3184,0.1036,0.7144,0.2596,0.9904,0.0071,132.5149,10.1304,141.2186,9.0897,,
air_quality_uci,regression,MNAR,0.3,simple_median,ridge_regression,,,,,,,1.8012,0.1324,2.2881,0.1966,0.9085,0.0164,132.5149,10.1304,141.2186,9.0897,,
bank_marketing,classification,MAR,0.01,dropna,lightgbm,0.834,0.0165,0.7926,0.0163,0.8411,0.0158,,,,,,,,,,,,
bank_marketing,classification,MAR,0.01,dropna,logistic_regression,0.8123,0.0039,0.769,0.0066,0.8214,0.0027,,,,,,,,,,,,
bank_marketing,classification,MAR,0.01,dropna,random_forest,0.8303,0.007,0.7798,0.0065,0.835,0.0057,,,,,,,,,,,,
bank_marketing,classification,MAR,0.01,iterative,lightgbm,0.8562,0.0024,0.7498,0.0013,0.8748,0.0016,,,,,,,249.4134,32.5467,428.5334,73.3391,0.5239,0.0851
bank_marketing,classification,MAR,0.01,iterative,logistic_regression,0.84,0.0062,0.7224,0.0092,0.8608,0.0051,,,,,,,249.4134,32.5467,428.5334,73.3391,0.5239,0.0851
bank_marketing,classification,MAR,0.01,iterative,random_forest,0.8439,0.0026,0.7312,0.0031,0.8645,0.002,,,,,,,249.4134,32.5467,428.5334,73.3391,0.5239,0.0851
bank_marketing,classification,MAR,0.01,knn_3,lightgbm,0.8549,0.0032,0.7486,0.0028,0.8738,0.0023,,,,,,,307.2858,44.9057,515.8223,75.299,0.5239,0.0851
bank_marketing,classification,MAR,0.01,knn_3,logistic_regression,0.8397,0.0065,0.7221,0.0095,0.8606,0.0053,,,,,,,307.2858,44.9057,515.8223,75.299,0.5239,0.0851
bank_marketing,classification,MAR,0.01,knn_3,random_forest,0.8423,0.0048,0.7294,0.0039,0.8633,0.0034,,,,,,,307.2858,44.9057,515.8223,75.299,0.5239,0.0851
bank_marketing,classification,MAR,0.01,knn_5,lightgbm,0.8558,0.0013,0.7498,0.0011,0.8746,0.0007,,,,,,,294.3128,45.3351,483.4845,76.8516,0.5239,0.0851
bank_marketing,classification,MAR,0.01,knn_5,logistic_regression,0.8399,0.006,0.7224,0.009,0.8607,0.005,,,,,,,294.3128,45.3351,483.4845,76.8516,0.5239,0.0851
bank_marketing,classification,MAR,0.01,knn_5,random_forest,0.8433,0.0033,0.7299,0.0038,0.8639,0.0025,,,,,,,294.3128,45.3351,483.4845,76.8516,0.5239,0.0851
bank_marketing,classification,MAR,0.01,knn_7,lightgbm,0.8556,0.0014,0.749,0.0013,0.8743,0.0009,,,,,,,286.8808,45.835,465.9445,75.3586,0.5239,0.0851
bank_marketing,classification,MAR,0.01,knn_7,logistic_regression,0.84,0.0062,0.7225,0.0092,0.8608,0.0051,,,,,,,286.8808,45.835,465.9445,75.3586,0.5239,0.0851
bank_marketing,classification,MAR,0.01,knn_7,random_forest,0.8459,0.002,0.7327,0.004,0.8659,0.0018,,,,,,,286.8808,45.835,465.9445,75.3586,0.5239,0.0851
bank_marketing,classification,MAR,0.01,miceforest,lightgbm,0.8493,0.0024,0.7398,0.0015,0.8691,0.0016,,,,,,,361.5456,134.347,727.3152,365.6636,0.0,0.0
bank_marketing,classification,MAR,0.01,miceforest,logistic_regression,0.8043,0.0077,0.6774,0.0068,0.8324,0.0057,,,,,,,361.5456,134.347,727.3152,365.6636,0.0,0.0
bank_marketing,classification,MAR,0.01,miceforest,random_forest,0.8469,0.0056,0.7281,0.0061,0.8658,0.0043,,,,,,,361.5456,134.347,727.3152,365.6636,0.0,0.0
bank_marketing,classification,MAR,0.01,simple_const,lightgbm,0.8558,0.0008,0.7501,0.0018,0.8746,0.0005,,,,,,,277.7991,61.126,515.027,91.2274,0.5239,0.0851
bank_marketing,classification,MAR,0.01,simple_const,logistic_regression,0.8402,0.0062,0.7224,0.01,0.8609,0.0053,,,,,,,277.7991,61.126,515.027,91.2274,0.5239,0.0851
bank_marketing,classification,MAR,0.01,simple_const,random_forest,0.8403,0.0008,0.7272,0.0024,0.8618,0.0002,,,,,,,277.7991,61.126,515.027,91.2274,0.5239,0.0851
bank_marketing,classification,MAR,0.01,simple_freq,lightgbm,0.8551,0.0006,0.7485,0.0022,0.8739,0.0004,,,,,,,259.4698,62.7538,499.7812,92.985,0.5239,0.0851
bank_marketing,classification,MAR,0.01,simple_freq,logistic_regression,0.8402,0.0059,0.7227,0.0092,0.861,0.005,,,,,,,259.4698,62.7538,499.7812,92.985,0.5239,0.0851
bank_marketing,classification,MAR,0.01,simple_freq,random_forest,0.8441,0.0003,0.7306,0.0022,0.8645,0.0002,,,,,,,259.4698,62.7538,499.7812,92.985,0.5239,0.0851
bank_marketing,classification,MAR,0.01,simple_mean,lightgbm,0.8552,0.0023,0.7487,0.0013,0.874,0.0015,,,,,,,259.7553,25.3717,435.1914,76.6101,0.5239,0.0851
bank_marketing,classification,MAR,0.01,simple_mean,logistic_regression,0.8399,0.0059,0.7223,0.0089,0.8607,0.0049,,,,,,,259.7553,25.3717,435.1914,76.6101,0.5239,0.0851
bank_marketing,classification,MAR,0.01,simple_mean,random_forest,0.8402,0.0023,0.7263,0.0024,0.8616,0.0017,,,,,,,259.7553,25.3717,435.1914,76.6101,0.5239,0.0851
bank_marketing,classification,MAR,0.01,simple_median,lightgbm,0.8555,0.0019,0.7491,0.003,0.8742,0.0014,,,,,,,230.9752,51.6566,466.7684,89.6525,0.5239,0.0851
bank_marketing,classification,MAR,0.01,simple_median,logistic_regression,0.8401,0.0061,0.7226,0.0094,0.8609,0.0051,,,,,,,230.9752,51.6566,466.7684,89.6525,0.5239,0.0851
bank_marketing,classification,MAR,0.01,simple_median,random_forest,0.8423,0.0035,0.7293,0.0023,0.8633,0.0025,,,,,,,230.9752,51.6566,466.7684,89.6525,0.5239,0.0851
bank_marketing,classification,MAR,0.05,dropna,lightgbm,0.842,0.0111,0.7922,0.0059,0.8463,0.0117,,,,,,,,,,,,
bank_marketing,classification,MAR,0.05,dropna,logistic_regression,0.832,0.0107,0.7881,0.0069,0.8394,0.0119,,,,,,,,,,,,
bank_marketing,classification,MAR,0.05,dropna,random_forest,0.8526,0.0186,0.8023,0.0085,0.8551,0.0192,,,,,,,,,,,,
bank_marketing,classification,MAR,0.05,iterative,lightgbm,0.8564,0.0013,0.7499,0.0049,0.8749,0.0015,,,,,,,237.5,17.5262,442.5443,79.8347,0.5675,0.065
bank_marketing,classification,MAR,0.05,iterative,logistic_regression,0.8392,0.003,0.7199,0.0052,0.86,0.0025,,,,,,,237.5,17.5262,442.5443,79.8347,0.5675,0.065
bank_marketing,classification,MAR,0.05,iterative,random_forest,0.8411,0.0067,0.7265,0.0069,0.8621,0.005,,,,,,,237.5,17.5262,442.5443,79.8347,0.5675,0.065
bank_marketing,classification,MAR,0.05,knn_3,lightgbm,0.8537,0.0014,0.746,0.0016,0.8727,0.0006,,,,,,,288.812,20.3956,522.9127,68.3379,0.5675,0.065
bank_marketing,classification,MAR,0.05,knn_3,logistic_regression,0.8378,0.0043,0.7184,0.0077,0.8588,0.0037,,,,,,,288.812,20.3956,522.9127,68.3379,0.5675,0.065
bank_marketing,classification,MAR,0.05,knn_3,random_forest,0.8426,0.0044,0.7281,0.003,0.8633,0.003,,,,,,,288.812,20.3956,522.9127,68.3379,0.5675,0.065
bank_marketing,classification,MAR,0.05,knn_5,lightgbm,0.8546,0.0028,0.7471,0.003,0.8734,0.0019,,,,,,,278.7004,22.2072,499.1885,74.8459,0.5675,0.065
bank_marketing,classification,MAR,0.05,knn_5,logistic_regression,0.8385,0.0038,0.7194,0.0073,0.8594,0.0034,,,,,,,278.7004,22.2072,499.1885,74.8459,0.5675,0.065
bank_marketing,classification,MAR,0.05,knn_5,random_forest,0.8416,0.0028,0.7276,0.0025,0.8626,0.0019,,,,,,,278.7004,22.2072,499.1885,74.8459,0.5675,0.065
bank_marketing,classification,MAR,0.05,knn_7,lightgbm,0.8539,0.001,0.746,0.0029,0.8728,0.0008,,,,,,,271.3053,24.5053,484.9412,80.0021,0.5675,0.065
bank_marketing,classification,MAR,0.05,knn_7,logistic_regression,0.839,0.0037,0.7197,0.0067,0.8597,0.0032,,,,,,,271.3053,24.5053,484.9412,80.0021,0.5675,0.065
bank_marketing,classification,MAR,0.05,knn_7,random_forest,0.8414,0.0045,0.728,0.0042,0.8625,0.0033,,,,,,,271.3053,24.5053,484.9412,80.0021,0.5675,0.065
bank_marketing,classification,MAR,0.05,miceforest,lightgbm,0.8416,0.0023,0.7288,0.002,0.8628,0.0016,,,,,,,306.8769,23.2415,620.0402,89.5596,0.0,0.0
bank_marketing,classification,MAR,0.05,miceforest,logistic_regression,0.8017,0.0089,0.6727,0.0069,0.8301,0.0064,,,,,,,306.8769,23.2415,620.0402,89.5596,0.0,0.0
bank_marketing,classification,MAR,0.05,miceforest,random_forest,0.8489,0.0019,0.7253,0.002,0.8664,0.0013,,,,,,,306.8769,23.2415,620.0402,89.5596,0.0,0.0
bank_marketing,classification,MAR,0.05,simple_const,lightgbm,0.855,0.0017,0.7483,0.0056,0.8738,0.0019,,,,,,,246.8725,21.5723,511.9693,81.2903,0.5675,0.065
bank_marketing,classification,MAR,0.05,simple_const,logistic_regression,0.8382,0.0057,0.7184,0.0082,0.8591,0.0046,,,,,,,246.8725,21.5723,511.9693,81.2903,0.5675,0.065
bank_marketing,classification,MAR,0.05,simple_const,random_forest,0.8403,0.0018,0.7261,0.0008,0.8616,0.0009,,,,,,,246.8725,21.5723,511.9693,81.2903,0.5675,0.065
bank_marketing,classification,MAR,0.05,simple_freq,lightgbm,0.8551,0.0026,0.7483,0.0058,0.8739,0.0023,,,,,,,228.9666,22.8792,497.442,82.5329,0.5675,0.065
bank_marketing,classification,MAR,0.05,simple_freq,logistic_regression,0.8384,0.0031,0.7188,0.0042,0.8593,0.0024,,,,,,,228.9666,22.8792,497.442,82.5329,0.5675,0.065
bank_marketing,classification,MAR,0.05,simple_freq,random_forest,0.8396,0.0024,0.7253,0.0022,0.861,0.0017,,,,,,,228.9666,22.8792,497.442,82.5329,0.5675,0.065
bank_marketing,classification,MAR,0.05,simple_mean,lightgbm,0.8557,0.0011,0.7486,0.0036,0.8743,0.0009,,,,,,,244.0553,16.227,447.3477,80.1433,0.5675,0.065
bank_marketing,classification,MAR,0.05,simple_mean,logistic_regression,0.8392,0.0033,0.7198,0.0053,0.8599,0.0027,,,,,,,244.0553,16.227,447.3477,80.1433,0.5675,0.065
bank_marketing,classification,MAR,0.05,simple_mean,random_forest,0.8419,0.0047,0.7283,0.0046,0.8629,0.0034,,,,,,,244.0553,16.227,447.3477,80.1433,0.5675,0.065
bank_marketing,classification,MAR,0.05,simple_median,lightgbm,0.8555,0.0012,0.7487,0.0035,0.8742,0.0012,,,,,,,203.0858,20.5755,468.5938,84.3862,0.5675,0.065
bank_marketing,classification,MAR,0.05,simple_median,logistic_regression,0.8381,0.0027,0.7182,0.0036,0.859,0.002,,,,,,,203.0858,20.5755,468.5938,84.3862,0.5675,0.065
bank_marketing,classification,MAR,0.05,simple_median,random_forest,0.8371,0.0076,0.7227,0.0067,0.8591,0.0055,,,,,,,203.0858,20.5755,468.5938,84.3862,0.5675,0.065
bank_marketing,classification,MAR,0.1,dropna,lightgbm,0.8821,0.0353,0.7401,0.1038,0.8803,0.036,,,,,,,,,,,,
bank_marketing,classification,MAR,0.1,dropna,logistic_regression,0.8352,0.0184,0.7406,0.0507,0.8521,0.0303,,,,,,,,,,,,
bank_marketing,classification,MAR,0.1,dropna,random_forest,0.8901,0.0393,0.7235,0.1439,0.8829,0.0342,,,,,,,,,,,,
bank_marketing,classification,MAR,0.1,iterative,lightgbm,0.8583,0.0035,0.7507,0.004,0.8762,0.0027,,,,,,,277.442,31.8445,506.6415,99.0979,0.5225,0.0397
bank_marketing,classification,MAR,0.1,iterative,logistic_regression,0.8328,0.0109,0.7135,0.0115,0.8551,0.0083,,,,,,,277.442,31.8445,506.6415,99.0979,0.5225,0.0397
bank_marketing,classification,MAR,0.1,iterative,random_forest,0.8446,0.0101,0.7303,0.0112,0.8648,0.0078,,,,,,,277.442,31.8445,506.6415,99.0979,0.5225,0.0397
bank_marketing,classification,MAR,0.1,knn_3,lightgbm,0.8503,0.0063,0.7397,0.007,0.8696,0.0048,,,,,,,313.9994,24.3991,573.0672,82.2058,0.5225,0.0397
bank_marketing,classification,MAR,0.1,knn_3,logistic_regression,0.831,0.0083,0.7106,0.01,0.8536,0.0065,,,,,,,313.9994,24.3991,573.0672,82.2058,0.5225,0.0397
bank_marketing,classification,MAR,0.1,knn_3,random_forest,0.8401,0.0074,0.7245,0.0074,0.8612,0.0056,,,,,,,313.9994,24.3991,573.0672,82.2058,0.5225,0.0397
bank_marketing,classification,MAR,0.1,knn_5,lightgbm,0.8531,0.0064,0.7437,0.0074,0.872,0.0049,,,,,,,300.7385,29.6578,547.7088,95.2954,0.5225,0.0397
bank_marketing,classification,MAR,0.1,knn_5,logistic_regression,0.8312,0.0105,0.7115,0.0116,0.8538,0.0081,,,,,,,300.7385,29.6578,547.7088,95.2954,0.5225,0.0397
bank_marketing,classification,MAR,0.1,knn_5,random_forest,0.8409,0.0098,0.7251,0.0091,0.8618,0.0072,,,,,,,300.7385,29.6578,547.7088,95.2954,0.5225,0.0397
bank_marketing,classification,MAR,0.1,knn_7,lightgbm,0.8549,0.0065,0.7455,0.0075,0.8733,0.0051,,,,,,,296.859,31.872,538.9251,100.4175,0.5225,0.0397
bank_marketing,classification,MAR,0.1,knn_7,logistic_regression,0.8307,0.0109,0.7109,0.0121,0.8534,0.0084,,,,,,,296.859,31.872,538.9251,100.4175,0.5225,0.0397
bank_marketing,classification,MAR,0.1,knn_7,random_forest,0.8402,0.01,0.7246,0.0113,0.8612,0.0077,,,,,,,296.859,31.872,538.9251,100.4175,0.5225,0.0397
bank_marketing,classification,MAR,0.1,miceforest,lightgbm,0.8369,0.003,0.7221,0.0035,0.8589,0.0023,,,,,,,352.8515,46.1446,679.4791,87.5946,0.0,0.0
bank_marketing,classification,MAR,0.1,miceforest,logistic_regression,0.7954,0.0126,0.6649,0.0105,0.8251,0.0093,,,,,,,352.8515,46.1446,679.4791,87.5946,0.0,0.0
bank_marketing,classification,MAR,0.1,miceforest,random_forest,0.8457,0.0021,0.719,0.0065,0.8635,0.0023,,,,,,,352.8515,46.1446,679.4791,87.5946,0.0,0.0
bank_marketing,classification,MAR,0.1,simple_const,lightgbm,0.8557,0.0026,0.747,0.001,0.874,0.0017,,,,,,,287.3758,43.7843,576.647,100.6771,0.5225,0.0397
bank_marketing,classification,MAR,0.1,simple_const,logistic_regression,0.8358,0.0065,0.717,0.0084,0.8574,0.0052,,,,,,,287.3758,43.7843,576.647,100.6771,0.5225,0.0397
bank_marketing,classification,MAR,0.1,simple_const,random_forest,0.8509,0.0019,0.7373,0.0025,0.8696,0.0015,,,,,,,287.3758,43.7843,576.647,100.6771,0.5225,0.0397
bank_marketing,classification,MAR,0.1,simple_freq,lightgbm,0.8559,0.0024,0.747,0.0018,0.8741,0.0017,,,,,,,269.9415,42.5524,562.1135,99.5152,0.5225,0.0397
bank_marketing,classification,MAR,0.1,simple_freq,logistic_regression,0.8347,0.0072,0.7152,0.0083,0.8565,0.0056,,,,,,,269.9415,42.5524,562.1135,99.5152,0.5225,0.0397
bank_marketing,classification,MAR,0.1,simple_freq,random_forest,0.8463,0.004,0.7325,0.0044,0.8661,0.0031,,,,,,,269.9415,42.5524,562.1135,99.5152,0.5225,0.0397
bank_marketing,classification,MAR,0.1,simple_mean,lightgbm,0.8583,0.0036,0.7512,0.0042,0.8762,0.0028,,,,,,,281.2392,32.1332,504.3743,91.4859,0.5225,0.0397
bank_marketing,classification,MAR,0.1,simple_mean,logistic_regression,0.8322,0.0099,0.7129,0.0102,0.8546,0.0075,,,,,,,281.2392,32.1332,504.3743,91.4859,0.5225,0.0397
bank_marketing,classification,MAR,0.1,simple_mean,random_forest,0.8484,0.0114,0.7344,0.0133,0.8677,0.0089,,,,,,,281.2392,32.1332,504.3743,91.4859,0.5225,0.0397
bank_marketing,classification,MAR,0.1,simple_median,lightgbm,0.8537,0.0037,0.7447,0.0044,0.8725,0.0028,,,,,,,247.1603,42.1148,531.4457,100.0377,0.5225,0.0397
bank_marketing,classification,MAR,0.1,simple_median,logistic_regression,0.8345,0.0091,0.7155,0.0105,0.8565,0.0071,,,,,,,247.1603,42.1148,531.4457,100.0377,0.5225,0.0397
bank_marketing,classification,MAR,0.1,simple_median,random_forest,0.8429,0.0072,0.7279,0.0063,0.8634,0.0053,,,,,,,247.1603,42.1148,531.4457,100.0377,0.5225,0.0397
bank_marketing,classification,MAR,0.15,dropna,lightgbm,0.8175,0.1723,0.6353,0.0349,0.8221,0.1529,,,,,,,,,,,,
bank_marketing,classification,MAR,0.15,dropna,logistic_regression,0.8146,0.0626,0.6635,0.0952,0.8371,0.065,,,,,,,,,,,,
bank_marketing,classification,MAR,0.15,dropna,random_forest,0.9069,0.0466,0.6783,0.0582,0.8886,0.0509,,,,,,,,,,,,
bank_marketing,classification,MAR,0.15,iterative,lightgbm,0.8466,0.0082,0.7318,0.0074,0.8662,0.0061,,,,,,,250.8725,9.7276,459.808,53.3853,0.5652,0.0697
bank_marketing,classification,MAR,0.15,iterative,logistic_regression,0.8257,0.0087,0.6998,0.0098,0.8487,0.0067,,,,,,,250.8725,9.7276,459.808,53.3853,0.5652,0.0697
bank_marketing,classification,MAR,0.15,iterative,random_forest,0.8405,0.0105,0.7193,0.0118,0.8606,0.008,,,,,,,250.8725,9.7276,459.808,53.3853,0.5652,0.0697
bank_marketing,classification,MAR,0.15,knn_3,lightgbm,0.8429,0.0095,0.7273,0.0084,0.8633,0.0069,,,,,,,290.7093,31.3766,529.4743,56.4994,0.5652,0.0697
bank_marketing,classification,MAR,0.15,knn_3,logistic_regression,0.8226,0.0047,0.6955,0.0065,0.8462,0.0038,,,,,,,290.7093,31.3766,529.4743,56.4994,0.5652,0.0697
bank_marketing,classification,MAR,0.15,knn_3,random_forest,0.8368,0.0026,0.715,0.0044,0.8577,0.0022,,,,,,,290.7093,31.3766,529.4743,56.4994,0.5652,0.0697
bank_marketing,classification,MAR,0.15,knn_5,lightgbm,0.8449,0.008,0.7296,0.0077,0.8648,0.0059,,,,,,,277.824,28.7492,507.0618,56.2168,0.5652,0.0697
