,,,,,,accuracy,accuracy,macro_f1,macro_f1,weighted_f1,weighted_f1,imp_mae_num,imp_mae_num,imp_rmse_num,imp_rmse_num,imp_acc_cat,imp_acc_cat,imp_n_num,imp_n_num,imp_n_cat,imp_n_cat,mae,mae,rmse,rmse,r2,r2
,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
dataset,task,mechanism,rate,imputer,model,,,,,,,,,,,,,,,,,,,,,,
bank_marketing,classification,MNAR,0.2,simple_freq,logistic_regression,0.8299,0.0103,0.7082,0.012,0.8525,0.008,20.6313,5.7844,23.9661,7.3772,0.5126,0.1348,50650.0,64.1171,54458.3333,5104.0386,,,,,,
bank_marketing,classification,MNAR,0.2,simple_freq,random_forest,0.8394,0.0069,0.7235,0.008,0.8606,0.0053,20.6313,5.7844,23.9661,7.3772,0.5126,0.1348,50650.0,64.1171,54458.3333,5104.0386,,,,,,
bank_marketing,classification,MNAR,0.2,simple_mean,lightgbm,0.8526,0.0026,0.7479,0.0036,0.8724,0.0021,271.8368,7.2603,272.2824,7.2067,0.5126,0.1348,50650.0,64.1171,54458.3333,5104.0386,,,,,,
bank_marketing,classification,MNAR,0.2,simple_mean,logistic_regression,0.8311,0.0162,0.7094,0.0193,0.8534,0.0127,271.8368,7.2603,272.2824,7.2067,0.5126,0.1348,50650.0,64.1171,54458.3333,5104.0386,,,,,,
bank_marketing,classification,MNAR,0.2,simple_mean,random_forest,0.8414,0.0069,0.7281,0.008,0.8625,0.0053,271.8368,7.2603,272.2824,7.2067,0.5126,0.1348,50650.0,64.1171,54458.3333,5104.0386,,,,,,
bank_marketing,classification,MNAR,0.2,simple_median,lightgbm,0.8524,0.0038,0.7454,0.0043,0.8719,0.0029,111.8842,5.2437,112.7506,5.1606,0.5126,0.1348,50650.0,64.1171,54458.3333,5104.0386,,,,,,
bank_marketing,classification,MNAR,0.2,simple_median,logistic_regression,0.8331,0.0153,0.7124,0.0188,0.8551,0.012,111.8842,5.2437,112.7506,5.1606,0.5126,0.1348,50650.0,64.1171,54458.3333,5104.0386,,,,,,
bank_marketing,classification,MNAR,0.2,simple_median,random_forest,0.8424,0.0047,0.7268,0.0063,0.8629,0.0038,111.8842,5.2437,112.7506,5.1606,0.5126,0.1348,50650.0,64.1171,54458.3333,5104.0386,,,,,,
bank_marketing,classification,MNAR,0.25,dropna,lightgbm,0.9186,0.0709,0.8747,0.1093,0.9244,0.067,,,,,,,,,,,,,,,,
bank_marketing,classification,MNAR,0.25,dropna,logistic_regression,0.8247,0.0459,0.751,0.0182,0.8399,0.0544,,,,,,,,,,,,,,,,
bank_marketing,classification,MNAR,0.25,dropna,random_forest,0.9203,0.093,0.8426,0.1465,0.9129,0.0995,,,,,,,,,,,,,,,,
bank_marketing,classification,MNAR,0.25,iterative,lightgbm,0.8522,0.0104,0.7476,0.0125,0.872,0.0081,208.4335,93.9994,227.3266,79.2135,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,iterative,logistic_regression,0.8417,0.0062,0.7217,0.0123,0.8617,0.0056,208.4335,93.9994,227.3266,79.2135,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,iterative,random_forest,0.839,0.0117,0.73,0.0126,0.8614,0.009,208.4335,93.9994,227.3266,79.2135,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,knn_3,lightgbm,0.8364,0.0094,0.7247,0.0126,0.859,0.0076,231.072,33.0395,351.3017,51.9943,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,knn_3,logistic_regression,0.8282,0.0082,0.7056,0.015,0.8511,0.0073,231.072,33.0395,351.3017,51.9943,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,knn_3,random_forest,0.8314,0.0023,0.7148,0.0066,0.8545,0.0024,231.072,33.0395,351.3017,51.9943,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,knn_5,lightgbm,0.8434,0.0067,0.7323,0.0107,0.8644,0.0057,218.3417,49.8937,299.5931,58.2236,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,knn_5,logistic_regression,0.8329,0.0076,0.7111,0.0145,0.8548,0.0068,218.3417,49.8937,299.5931,58.2236,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,knn_5,random_forest,0.8415,0.0042,0.7257,0.0062,0.8622,0.0033,218.3417,49.8937,299.5931,58.2236,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,knn_7,lightgbm,0.8467,0.0063,0.7369,0.0092,0.8671,0.0052,212.995,59.8376,277.4255,63.1052,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,knn_7,logistic_regression,0.8343,0.0057,0.7129,0.0132,0.8559,0.0055,212.995,59.8376,277.4255,63.1052,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,knn_7,random_forest,0.844,0.0034,0.7291,0.0066,0.8642,0.0028,212.995,59.8376,277.4255,63.1052,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,miceforest,lightgbm,0.8055,0.0069,0.682,0.0024,0.8338,0.0045,289.6489,25.5033,569.971,32.0542,0.0,0.0,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,miceforest,logistic_regression,0.7655,0.0301,0.632,0.0173,0.8015,0.0212,289.6489,25.5033,569.971,32.0542,0.0,0.0,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,miceforest,random_forest,0.8204,0.0097,0.6815,0.0028,0.8426,0.0061,289.6489,25.5033,569.971,32.0542,0.0,0.0,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,simple_const,lightgbm,0.8529,0.0018,0.7471,0.0027,0.8724,0.0014,102.4852,96.2274,108.2166,99.9195,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,simple_const,logistic_regression,0.835,0.0028,0.7146,0.0059,0.8566,0.0025,102.4852,96.2274,108.2166,99.9195,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,simple_const,random_forest,0.841,0.007,0.7277,0.0079,0.8622,0.0054,102.4852,96.2274,108.2166,99.9195,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,simple_freq,lightgbm,0.8489,0.005,0.741,0.007,0.8691,0.0041,89.8928,86.3388,95.6896,90.6099,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,simple_freq,logistic_regression,0.8414,0.0041,0.7219,0.0079,0.8615,0.0037,89.8928,86.3388,95.6896,90.6099,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,simple_freq,random_forest,0.8389,0.006,0.7265,0.0082,0.8608,0.0049,89.8928,86.3388,95.6896,90.6099,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,simple_mean,lightgbm,0.8574,0.0052,0.7544,0.0048,0.8762,0.0038,208.1232,111.51,212.9415,104.6717,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,simple_mean,logistic_regression,0.8435,0.0044,0.7241,0.0099,0.8631,0.0041,208.1232,111.51,212.9415,104.6717,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,simple_mean,random_forest,0.8394,0.0123,0.7311,0.0129,0.8618,0.0094,208.1232,111.51,212.9415,104.6717,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,simple_median,lightgbm,0.8506,0.0032,0.7436,0.0049,0.8705,0.0027,124.4965,33.7937,129.9088,38.2969,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,simple_median,logistic_regression,0.8437,0.0032,0.7238,0.0085,0.8632,0.0032,124.4965,33.7937,129.9088,38.2969,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.25,simple_median,random_forest,0.8416,0.0022,0.7293,0.0034,0.8629,0.0018,124.4965,33.7937,129.9088,38.2969,0.4447,0.0803,63321.6667,107.9089,71715.6667,867.8118,,,,,,
bank_marketing,classification,MNAR,0.3,dropna,lightgbm,0.9444,0.0962,0.8182,0.3149,0.9192,0.14,,,,,,,,,,,,,,,,
bank_marketing,classification,MNAR,0.3,dropna,logistic_regression,0.9167,,0.8095,,0.9048,,,,,,,,,,,,,,,,,
bank_marketing,classification,MNAR,0.3,dropna,random_forest,0.9444,0.0962,0.8182,0.3149,0.9192,0.14,,,,,,,,,,,,,,,,
bank_marketing,classification,MNAR,0.3,iterative,lightgbm,0.8529,0.0114,0.7449,0.0108,0.872,0.0084,240.8192,88.8945,268.3235,62.8469,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,iterative,logistic_regression,0.8284,0.024,0.702,0.0212,0.8505,0.0173,240.8192,88.8945,268.3235,62.8469,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,iterative,random_forest,0.8369,0.0172,0.7214,0.0145,0.8587,0.0125,240.8192,88.8945,268.3235,62.8469,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,knn_3,lightgbm,0.833,0.0085,0.7175,0.0109,0.8558,0.0065,266.7583,44.5826,390.0146,45.4196,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,knn_3,logistic_regression,0.8106,0.018,0.6817,0.0141,0.8368,0.0127,266.7583,44.5826,390.0146,45.4196,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,knn_3,random_forest,0.8302,0.0204,0.7076,0.0152,0.8525,0.0143,266.7583,44.5826,390.0146,45.4196,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,knn_5,lightgbm,0.8387,0.0063,0.7233,0.0106,0.8602,0.005,251.3734,58.6621,339.477,49.8916,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,knn_5,logistic_regression,0.8143,0.0196,0.6853,0.0162,0.8395,0.0139,251.3734,58.6621,339.477,49.8916,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,knn_5,random_forest,0.8366,0.0245,0.7144,0.0196,0.8573,0.0172,251.3734,58.6621,339.477,49.8916,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,knn_7,lightgbm,0.8433,0.0064,0.7294,0.0121,0.8638,0.0053,247.9478,71.0022,316.193,59.1069,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,knn_7,logistic_regression,0.8178,0.0197,0.6902,0.0171,0.8424,0.0141,247.9478,71.0022,316.193,59.1069,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,knn_7,random_forest,0.8397,0.0212,0.7192,0.0152,0.86,0.0146,247.9478,71.0022,316.193,59.1069,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,miceforest,lightgbm,0.7973,0.0243,0.6732,0.0127,0.8272,0.017,315.8894,24.5227,590.4126,39.808,0.0,0.0,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,miceforest,logistic_regression,0.7708,0.0344,0.6243,0.0138,0.8035,0.023,315.8894,24.5227,590.4126,39.808,0.0,0.0,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,miceforest,random_forest,0.8123,0.0197,0.671,0.0075,0.836,0.0126,315.8894,24.5227,590.4126,39.808,0.0,0.0,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,simple_const,lightgbm,0.8517,0.0076,0.7434,0.0056,0.8711,0.0053,108.1572,105.4244,121.4766,113.4423,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,simple_const,logistic_regression,0.8168,0.0176,0.6874,0.0066,0.8413,0.0114,108.1572,105.4244,121.4766,113.4423,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,simple_const,random_forest,0.8355,0.0111,0.7198,0.0083,0.8576,0.0079,108.1572,105.4244,121.4766,113.4423,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,simple_freq,lightgbm,0.8476,0.0056,0.7364,0.0053,0.8675,0.0037,94.0366,102.0646,107.3724,110.8692,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,simple_freq,logistic_regression,0.8261,0.0164,0.6975,0.0068,0.8484,0.0106,94.0366,102.0646,107.3724,110.8692,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,simple_freq,random_forest,0.8355,0.0194,0.7165,0.0098,0.8571,0.013,94.0366,102.0646,107.3724,110.8692,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,simple_mean,lightgbm,0.8534,0.0078,0.7463,0.0081,0.8726,0.0057,239.7127,108.5874,248.37,96.7073,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,simple_mean,logistic_regression,0.829,0.0227,0.7025,0.0183,0.851,0.016,239.7127,108.5874,248.37,96.7073,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,simple_mean,random_forest,0.8391,0.0107,0.7263,0.0095,0.8608,0.0078,239.7127,108.5874,248.37,96.7073,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,simple_median,lightgbm,0.8462,0.0053,0.7347,0.0096,0.8664,0.0043,152.3069,24.5245,162.7752,37.4198,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,simple_median,logistic_regression,0.8297,0.0173,0.7014,0.0085,0.8512,0.0114,152.3069,24.5245,162.7752,37.4198,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
bank_marketing,classification,MNAR,0.3,simple_median,random_forest,0.8407,0.02,0.7215,0.0138,0.8609,0.0138,152.3069,24.5245,162.7752,37.4198,0.435,0.0347,75976.0,29.5973,84310.3333,8517.5798,,,,,,
communities_crime,regression,MAR,0.01,dropna,lightgbm,,,,,,,,,,,,,,,,,0.1391,0.0001,0.1751,0.006,0.4257,0.0995
communities_crime,regression,MAR,0.01,dropna,random_forest,,,,,,,,,,,,,,,,,0.1416,0.0199,0.1781,0.0221,0.4147,0.0036
communities_crime,regression,MAR,0.01,dropna,ridge_regression,,,,,,,,,,,,,,,,,0.2154,0.0923,0.4038,0.2979,-3.459,5.4806
communities_crime,regression,MAR,0.01,iterative,lightgbm,,,,,,,0.0538,0.0015,0.0762,0.0012,,,1578.0,21.2132,0.0,0.0,0.0921,0.0029,0.1353,0.0026,0.6371,0.0123
communities_crime,regression,MAR,0.01,iterative,random_forest,,,,,,,0.0538,0.0015,0.0762,0.0012,,,1578.0,21.2132,0.0,0.0,0.0955,0.0024,0.1389,0.002,0.6172,0.017
communities_crime,regression,MAR,0.01,iterative,ridge_regression,,,,,,,0.0538,0.0015,0.0762,0.0012,,,1578.0,21.2132,0.0,0.0,0.0966,0.0041,0.1371,0.0054,0.6276,0.0025
communities_crime,regression,MAR,0.01,knn_3,lightgbm,,,,,,,0.0698,0.0014,0.0938,0.0022,,,1578.0,21.2132,0.0,0.0,0.0927,0.0012,0.1388,0.0008,0.6175,0.0234
communities_crime,regression,MAR,0.01,knn_3,random_forest,,,,,,,0.0698,0.0014,0.0938,0.0022,,,1578.0,21.2132,0.0,0.0,0.095,0.0009,0.1372,0.0006,0.6261,0.0241
communities_crime,regression,MAR,0.01,knn_3,ridge_regression,,,,,,,0.0698,0.0014,0.0938,0.0022,,,1578.0,21.2132,0.0,0.0,0.0965,0.0038,0.1357,0.0065,0.6354,0.0085
communities_crime,regression,MAR,0.01,knn_5,lightgbm,,,,,,,0.0683,0.0023,0.0917,0.0037,,,1578.0,21.2132,0.0,0.0,0.092,0.0049,0.1378,0.0035,0.6235,0.0082
communities_crime,regression,MAR,0.01,knn_5,random_forest,,,,,,,0.0683,0.0023,0.0917,0.0037,,,1578.0,21.2132,0.0,0.0,0.0959,0.0011,0.1388,0.0014,0.6175,0.0199
communities_crime,regression,MAR,0.01,knn_5,ridge_regression,,,,,,,0.0683,0.0023,0.0917,0.0037,,,1578.0,21.2132,0.0,0.0,0.0974,0.005,0.137,0.0064,0.6283,0.0079
communities_crime,regression,MAR,0.01,knn_7,lightgbm,,,,,,,0.0685,0.0029,0.0918,0.0037,,,1578.0,21.2132,0.0,0.0,0.0922,0.0035,0.1374,0.0016,0.6256,0.0185
communities_crime,regression,MAR,0.01,knn_7,random_forest,,,,,,,0.0685,0.0029,0.0918,0.0037,,,1578.0,21.2132,0.0,0.0,0.0956,0.0009,0.1386,0.0021,0.6189,0.0159
communities_crime,regression,MAR,0.01,knn_7,ridge_regression,,,,,,,0.0685,0.0029,0.0918,0.0037,,,1578.0,21.2132,0.0,0.0,0.097,0.0055,0.1369,0.006,0.6289,0.0054
communities_crime,regression,MAR,0.01,miceforest,lightgbm,,,,,,,0.116,0.0018,0.1515,0.0053,,,1578.0,21.2132,0.0,0.0,0.0917,0.0001,0.1355,0.0018,0.6352,0.0363
communities_crime,regression,MAR,0.01,miceforest,random_forest,,,,,,,0.116,0.0018,0.1515,0.0053,,,1578.0,21.2132,0.0,0.0,0.0965,0.0008,0.1393,0.0015,0.6152,0.0195
communities_crime,regression,MAR,0.01,miceforest,ridge_regression,,,,,,,0.116,0.0018,0.1515,0.0053,,,1578.0,21.2132,0.0,0.0,0.102,0.0028,0.1417,0.0041,0.6017,0.0059
communities_crime,regression,MAR,0.01,simple_const,lightgbm,,,,,,,0.3563,0.0071,0.3999,0.0038,,,1578.0,21.2132,0.0,0.0,0.0916,0.0026,0.1368,0.0031,0.6291,0.0099
communities_crime,regression,MAR,0.01,simple_const,random_forest,,,,,,,0.3563,0.0071,0.3999,0.0038,,,1578.0,21.2132,0.0,0.0,0.0965,0.0014,0.1401,0.0027,0.6108,0.0132
communities_crime,regression,MAR,0.01,simple_const,ridge_regression,,,,,,,0.3563,0.0071,0.3999,0.0038,,,1578.0,21.2132,0.0,0.0,0.0991,0.0029,0.1393,0.0014,0.6151,0.02
communities_crime,regression,MAR,0.01,simple_freq,lightgbm,,,,,,,0.1585,0.0046,0.212,0.0058,,,1578.0,21.2132,0.0,0.0,0.0921,0.0047,0.1373,0.0049,0.6264,0.0005
communities_crime,regression,MAR,0.01,simple_freq,random_forest,,,,,,,0.1585,0.0046,0.212,0.0058,,,1578.0,21.2132,0.0,0.0,0.0965,0.0018,0.1395,0.0019,0.6141,0.0175
communities_crime,regression,MAR,0.01,simple_freq,ridge_regression,,,,,,,0.1585,0.0046,0.212,0.0058,,,1578.0,21.2132,0.0,0.0,0.0984,0.0027,0.1387,0.0028,0.6186,0.0121
communities_crime,regression,MAR,0.01,simple_mean,lightgbm,,,,,,,0.1418,0.0019,0.1779,0.0024,,,1578.0,21.2132,0.0,0.0,0.0926,0.0027,0.1378,0.0025,0.6231,0.0137
communities_crime,regression,MAR,0.01,simple_mean,random_forest,,,,,,,0.1418,0.0019,0.1779,0.0024,,,1578.0,21.2132,0.0,0.0,0.0951,0.0026,0.1382,0.0027,0.6213,0.0129
communities_crime,regression,MAR,0.01,simple_mean,ridge_regression,,,,,,,0.1418,0.0019,0.1779,0.0024,,,1578.0,21.2132,0.0,0.0,0.0988,0.0043,0.1389,0.005,0.6179,0.0004
communities_crime,regression,MAR,0.01,simple_median,lightgbm,,,,,,,0.1316,0.0036,0.1789,0.0045,,,1578.0,21.2132,0.0,0.0,0.0942,0.0032,0.1408,0.0026,0.6066,0.0139
communities_crime,regression,MAR,0.01,simple_median,random_forest,,,,,,,0.1316,0.0036,0.1789,0.0045,,,1578.0,21.2132,0.0,0.0,0.0952,0.0023,0.1383,0.002,0.6204,0.0165
communities_crime,regression,MAR,0.01,simple_median,ridge_regression,,,,,,,0.1316,0.0036,0.1789,0.0045,,,1578.0,21.2132,0.0,0.0,0.0986,0.0043,0.1387,0.0043,0.6188,0.004
communities_crime,regression,MAR,0.05,iterative,lightgbm,,,,,,,0.0573,0.0019,0.0822,0.0018,,,8218.0,67.8823,0.0,0.0,0.0918,0.004,0.135,0.0057,0.6388,0.0043
communities_crime,regression,MAR,0.05,iterative,random_forest,,,,,,,0.0573,0.0019,0.0822,0.0018,,,8218.0,67.8823,0.0,0.0,0.0955,0.0029,0.1395,0.0027,0.6139,0.0134
communities_crime,regression,MAR,0.05,iterative,ridge_regression,,,,,,,0.0573,0.0019,0.0822,0.0018,,,8218.0,67.8823,0.0,0.0,0.0979,0.0043,0.138,0.0053,0.6225,0.0014
communities_crime,regression,MAR,0.05,knn_3,lightgbm,,,,,,,0.0769,0.0004,0.1084,0.0019,,,8218.0,67.8823,0.0,0.0,0.0925,0.0074,0.1372,0.0086,0.6269,0.0196
communities_crime,regression,MAR,0.05,knn_3,random_forest,,,,,,,0.0769,0.0004,0.1084,0.0019,,,8218.0,67.8823,0.0,0.0,0.0972,0.0044,0.1404,0.0052,0.6092,0.0004
communities_crime,regression,MAR,0.05,knn_3,ridge_regression,,,,,,,0.0769,0.0004,0.1084,0.0019,,,8218.0,67.8823,0.0,0.0,0.0976,0.006,0.1375,0.0099,0.6257,0.0268
communities_crime,regression,MAR,0.05,knn_5,lightgbm,,,,,,,0.0738,0.0008,0.1043,0.0022,,,8218.0,67.8823,0.0,0.0,0.092,0.0036,0.1357,0.0064,0.6351,0.0077
communities_crime,regression,MAR,0.05,knn_5,random_forest,,,,,,,0.0738,0.0008,0.1043,0.0022,,,8218.0,67.8823,0.0,0.0,0.0954,0.0027,0.1383,0.0044,0.6206,0.0036
communities_crime,regression,MAR,0.05,knn_5,ridge_regression,,,,,,,0.0738,0.0008,0.1043,0.0022,,,8218.0,67.8823,0.0,0.0,0.0993,0.005,0.1403,0.008,0.6101,0.0159
communities_crime,regression,MAR,0.05,knn_7,lightgbm,,,,,,,0.0729,0.0005,0.103,0.0022,,,8218.0,67.8823,0.0,0.0,0.0932,0.0012,0.1392,0.0015,0.6151,0.0361
communities_crime,regression,MAR,0.05,knn_7,random_forest,,,,,,,0.0729,0.0005,0.103,0.0022,,,8218.0,67.8823,0.0,0.0,0.096,0.0021,0.1381,0.0031,0.6215,0.0105
communities_crime,regression,MAR,0.05,knn_7,ridge_regression,,,,,,,0.0729,0.0005,0.103,0.0022,,,8218.0,67.8823,0.0,0.0,0.0991,0.0057,0.1401,0.0087,0.6115,0.02
communities_crime,regression,MAR,0.05,miceforest,lightgbm,,,,,,,0.12,0.0011,0.1619,0.0026,,,8218.0,67.8823,0.0,0.0,0.0936,0.0043,0.1401,0.0066,0.6111,0.0083
communities_crime,regression,MAR,0.05,miceforest,random_forest,,,,,,,0.12,0.0011,0.1619,0.0026,,,8218.0,67.8823,0.0,0.0,0.0989,0.0021,0.1434,0.0042,0.5921,0.0055
communities_crime,regression,MAR,0.05,miceforest,ridge_regression,,,,,,,0.12,0.0011,0.1619,0.0026,,,8218.0,67.8823,0.0,0.0,0.1071,0.0077,0.1492,0.0089,0.5594,0.0206
communities_crime,regression,MAR,0.05,simple_const,lightgbm,,,,,,,0.3554,0.0105,0.4056,0.0065,,,8218.0,67.8823,0.0,0.0,0.0923,0.0026,0.1372,0.0033,0.6266,0.009
communities_crime,regression,MAR,0.05,simple_const,random_forest,,,,,,,0.3554,0.0105,0.4056,0.0065,,,8218.0,67.8823,0.0,0.0,0.0974,0.0026,0.1397,0.0025,0.6127,0.0141
communities_crime,regression,MAR,0.05,simple_const,ridge_regression,,,,,,,0.3554,0.0105,0.4056,0.0065,,,8218.0,67.8823,0.0,0.0,0.1003,0.0057,0.1426,0.0074,0.5969,0.0126
communities_crime,regression,MAR,0.05,simple_freq,lightgbm,,,,,,,0.1621,0.0085,0.2245,0.0047,,,8218.0,67.8823,0.0,0.0,0.0932,0.0013,0.1384,0.002,0.6201,0.0169
communities_crime,regression,MAR,0.05,simple_freq,random_forest,,,,,,,0.1621,0.0085,0.2245,0.0047,,,8218.0,67.8823,0.0,0.0,0.0978,0.0019,0.1423,0.003,0.5984,0.0126
communities_crime,regression,MAR,0.05,simple_freq,ridge_regression,,,,,,,0.1621,0.0085,0.2245,0.0047,,,8218.0,67.8823,0.0,0.0,0.0973,0.0046,0.1401,0.0075,0.6111,0.0135
communities_crime,regression,MAR,0.05,simple_mean,lightgbm,,,,,,,0.145,0.0001,0.1857,0.0002,,,8218.0,67.8823,0.0,0.0,0.0941,0.0046,0.1394,0.0047,0.6149,0.0021
communities_crime,regression,MAR,0.05,simple_mean,random_forest,,,,,,,0.145,0.0001,0.1857,0.0002,,,8218.0,67.8823,0.0,0.0,0.0984,0.0039,0.1416,0.0068,0.6026,0.0094
communities_crime,regression,MAR,0.05,simple_mean,ridge_regression,,,,,,,0.145,0.0001,0.1857,0.0002,,,8218.0,67.8823,0.0,0.0,0.0974,0.0052,0.14,0.0067,0.6119,0.009
communities_crime,regression,MAR,0.05,simple_median,lightgbm,,,,,,,0.136,0.0044,0.1895,0.0037,,,8218.0,67.8823,0.0,0.0,0.0934,0.0033,0.1379,0.0042,0.6228,0.0043
communities_crime,regression,MAR,0.05,simple_median,random_forest,,,,,,,0.136,0.0044,0.1895,0.0037,,,8218.0,67.8823,0.0,0.0,0.0976,0.0032,0.1418,0.0052,0.6017,0.0
communities_crime,regression,MAR,0.05,simple_median,ridge_regression,,,,,,,0.136,0.0044,0.1895,0.0037,,,8218.0,67.8823,0.0,0.0,0.0972,0.0049,0.1397,0.0068,0.6135,0.0095
communities_crime,regression,MAR,0.1,iterative,lightgbm,,,,,,,0.0557,0.0013,0.0781,0.0012,,,16516.5,190.2117,0.0,0.0,0.0905,0.0018,0.1345,0.0012,0.6409,0.0195
communities_crime,regression,MAR,0.1,iterative,random_forest,,,,,,,0.0557,0.0013,0.0781,0.0012,,,16516.5,190.2117,0.0,0.0,0.0946,0.0032,0.1378,0.003,0.6235,0.0112
